,summary,description,location,photo,recomendado,price,size,rooms,price/m2,bathrooms,Num Photos,type,region
1740,Casa en Plaza de la Fonte,,Rianxo,https://fotos3.imghs.net/nrd/1071/339/1071_LD2-11315339_1_2020022810371831250.jpg,,40.000 €,50 m²,,800 €/m²,,23,pisos,a_coruna
1741,Piso en Avenida del Alcalde Pérez Arda,,Os Castros-Castrillón-Monelos (A Coruña Capital),https://fotos5.imghs.net/nrd//1018/966/1018_25557966_0_2020092322091414016.jpg,,160.000 €,70 m²,3,2.285 €/m²,1,27,pisos,a_coruna
1742,Piso en calle Ferrol,,Arteixo,https://fotos4.imghs.net/nrd/1070/278/1070_AS1-ESP0000164278_1_2020100723550331250.jpg,,69.000 €,60 m²,,1.150 €/m²,,11,pisos,a_coruna
1743,Piso en Rúa Loyos,,Loios (Miño),https://fotos2.imghs.net/nrd//990666/3352608778.990666/990666_3352608778_4_20200424093050434.jpg,,56.000 €,54 m²,2,1.037 €/m²,1,18,pisos,a_coruna
1744,"Chalet en Camino de Angustias, nº 1111",,Betanzos,https://fotos4.imghs.net/nrd//1005/151/1005_2693151_1_2020091223092205386.jpg,,257.212 €,292 m²,4,880 €/m²,5,35,pisos,a_coruna
1745,"Piso en calle de la Lagoa,  39",,Carballo (Carballo),https://fotos1.imghs.net/nrd/9986/317/9986_694317_1_2020100212103831250.jpg,,70.305 €,104 m²,3,676 €/m²,2,47,pisos,a_coruna
1746,"Piso en calle de Sánchez Calviño, nº 62",,Ultramar (Ferrol),https://fotos5.imghs.net/nrd//4210/92553397781.421000/4210_92553397781_2_20190313111947736.jpg,,59.800 €,70 m²,3,854 €/m²,1,16,pisos,a_coruna
1747,"Piso en Avenida de los Mugardos,  55",,Ares,https://fotos3.imghs.net/nrd/9986/584/9986_559584_1_2019070508411331250.jpg,,52.000 €,67 m²,2,776 €/m²,2,52,pisos,a_coruna
1748,Piso en Carballo (Carballo),,Carballo (Carballo),https://fotos4.imghs.net/nrd//1005/745/1005_69517261745_1_2020100912102192634.jpg,,105.000 €,220 m²,4,477 €/m²,2,41,pisos,a_coruna
1749,"Casa rústica en Arteixo, Zona de - Arteixo",,Arteixo,https://fotos3.imghs.net/nrd//1018/437/1018_16442437_0_2019020716024828682.jpg,,399.000 €,355 m²,4,1.123 €/m²,3,12,pisos,a_coruna
1750,Casa en Home Santo,,Campus Norte-San Caetano (Santiago de Compostela),https://fotos4.imghs.net/nrd//500618/162649597.500618/500618_002416_foto_1_162649597_20110824193641.jpg,,160.000 €,220 m²,,727 €/m²,,12,pisos,a_coruna
1751,Casa en calle Ribera,,Betanzos,https://fotos3.imghs.net/nrd/1069/429/1069_I000172-C000429_1_2017081112385231250.jpg,,55.000 €,154 m²,3,357 €/m²,1,9,pisos,a_coruna
1752,Chalet en calle Souto,,Sada,https://fotos1.imghs.net/nrd//1005/275/1005_99870587275_1_2020060319065395194.jpg,,270.000 €,140 m²,3,1.928 €/m²,2,53,pisos,a_coruna
1753,Casa en Teo,,Teo,https://fotos1.imghs.net/nrd/1001/611/1001_PX987_-_02986-31440611_1_2016112901063731250.jpg,,140.000 €,125 m²,2,1.120 €/m²,2,32,pisos,a_coruna
1754,Finca rústica en Pontes de Garcia Rodriguez(As),,As Pontes de García Rodríguez,https://fotos1.imghs.net/nrd/1060/140/1060_NI130-140_1_2017092406274131250.jpg,,39.000 €,180 m²,,216 €/m²,,14,pisos,a_coruna
1755,Dúplex en Pazo Das Condesas,,Mugardos,https://fotos5.imghs.net/nrd//4210/338354125.421000/4210_001473_foto_1_338354125_20130401193638.jpg,,103.000 €,143 m²,4,720 €/m²,3,18,pisos,a_coruna
1756,Piso en Avenida de las Conces,,Fene,https://fotos3.imghs.net/nrd/1070/154/1070_AS1-52278154_1_2020050615472331250.jpg,,40.000 €,70 m²,3,571 €/m²,1,12,pisos,a_coruna
1757,Casa en Rúa do Castiñeiro,,Oza dos Ríos (San Pedro). Municipio de Oza-Cesuras,https://fotos1.imghs.net/nrd/1069/238/1069_I000172-C001238_1_2020110614212331250.jpg,,140.000 €,360 m²,,388 €/m²,,12,pisos,a_coruna
1758,Ático en Boiro,,Boiro,https://fotos1.imghs.net/nrd//3274/7534771132.327400/3274_7534771132_11_20200909164329838.jpg,,117.000 €,80 m²,2,1.462 €/m²,2,24,pisos,a_coruna
1759,Chalet en Bugallido,,Ames (San Tome),https://fotos1.imghs.net/nrd//500618/204833709.500618/500618_002614_foto_1_204833709_20111220105414.jpg,,325.000 €,180 m²,4,1.805 €/m²,3,12,pisos,a_coruna
1760,Casa adosada en Rúa Eduardo Blanco Amor,,Parroquias (Ferrol),https://fotos1.imghs.net/nrd//1018/117/1018_25601117_0_2020092219090364342.jpg,,40.000 €,199 m²,3,201 €/m²,2,48,pisos,a_coruna
1761,Piso en Vía de Edison,,Campus Norte-San Caetano (Santiago de Compostela),https://fotos4.imghs.net/nrd/1070/140/1070_AS1-TER140_1_2020101623532231250.jpg,,586.800 €,1.305 m²,,449 €/m²,,15,pisos,a_coruna
1762,Piso en Rúa Fonte,,A Carreira (Miño),https://fotos2.imghs.net/nrd/1097/954/1097_0_foto_20180619161609828_945856909508954.jpg,,105.000 €,92 m²,3,1.141 €/m²,2,61,pisos,a_coruna
1763,Casa pareada en Rúa da Canle,,Ribeira (Santa Uxia),https://fotos5.imghs.net/nrd/1001/163/1001_PX987_-_412057-03704-91000163_1_2020091701052931250.jpg,,215.000 €,137 m²,4,1.569 €/m²,3,40,pisos,a_coruna
1764,"Piso en calle de la obra, nº 34",,Sada,https://fotos3.imghs.net/nrd//1018/619/1018_22961619_1_2020072805073187168.jpg,,110.000 €,73 m²,3,1.506 €/m²,2,20,pisos,a_coruna
1765,Piso en Rúa Loyos,,Loios (Miño),https://fotos2.imghs.net/nrd//990666/3411598432.990666/990666_3411598432_18_20200424095459281.jpg,,61.000 €,52 m²,2,1.173 €/m²,1,28,pisos,a_coruna
1766,Piso en Carballo (Carballo),,Carballo (Carballo),https://fotos5.imghs.net/nrd//1005/745/1005_101768881745_1_2020080320081690549.jpg,,82.000 €,115 m²,3,713 €/m²,1,19,pisos,a_coruna
1767,Casa en calle Procelas,,Teo,https://fotos1.imghs.net/nrd//1005/932/1005_113932_0_2020092809093175054.jpg,,395.000 €,473 m²,4,835 €/m²,3,32,pisos,a_coruna
1768,"Piso en Avenida Gambrinus, nº 49",,Sagrada Familia-Vioño (A Coruña Capital),https://fotos1.imghs.net/nrd/1070/143/1070_AS1-CAN0000071143_1_2019110717354931250.jpg,,2.990.000 €,Avísame si baja,,,,24,pisos,a_coruna
1769,"Piso en calle de Orillamar, cerca de Calle de Montroig",,Cidade Vella-Atochas-Pescadería (A Coruña Capital),https://fotos3.imghs.net/nrd//1005/874/1005_113874_0_2020092809091843048.jpg,,330.000 €,110 m²,3,3.000 €/m²,2,22,pisos,a_coruna
1770,Piso en Avenida de Barcelona,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos3.imghs.net/nrd//1018/764/1018_26123764_1_2020110711112528689.jpg,,299.000 €,100 m²,3,2.990 €/m²,3,36,pisos,a_coruna
1771,Dúplex en Plaza de Manuel Murguía,,O Milladoiro (Ames),https://fotos1.imghs.net/nrd//1774/393251369.177400/1774_010434_foto_1_393251369_20180604004446.jpg,,195.000 €,150 m²,4,1.300 €/m²,2,20,pisos,a_coruna
1772,Piso en calle Ferrol,,Arteixo,https://fotos2.imghs.net/nrd/1070/222/1070_AS1-ESP0000164222_1_2020100723550231250.jpg,,70.200 €,62 m²,,1.132 €/m²,,11,pisos,a_coruna
1773,Piso en calle de la Galea,,A Carreira (Miño),https://fotos1.imghs.net/nrd/1097/630/1097_0_foto_20171118121551380_945856909340630.jpg,,79.500 €,67 m²,2,1.186 €/m²,1,53,pisos,a_coruna
1774,Apartamento en Pazo Das Condesas,,Mugardos,https://fotos1.imghs.net/nrd//4210/338381059.421000/4210_001431_foto_1_338381059_20130401135206.jpg,,56.000 €,75 m²,2,746 €/m²,2,13,pisos,a_coruna
1775,Piso en Rúa Alexandre Bóveda,,Mugardos,https://fotos2.imghs.net/nrd/1069/140/1069_I000172-P001140_1_2019012820210531250.jpg,,40.000 €,95 m²,3,421 €/m²,1,19,pisos,a_coruna
1776,Casa en calle Sada Darriba,,Sada,https://fotos1.imghs.net/nrd/1069/235/1069_I000172-C001235_1_2020102720210231250.jpg,,270.000 €,148 m²,3,1.824 €/m²,2,21,pisos,a_coruna
1777,Apartamento en Porto Do Son,,Porto Do Son,https://fotos1.imghs.net/nrd/1001/153/1001_PX987_-_02631-28098153_1_2016112901063631250.jpg,,95.000 €,50 m²,2,1.900 €/m²,1,9,pisos,a_coruna
1778,Ático en Mazote,,Ares,https://fotos1.imghs.net/nrd//4210/422483854.421000/4210_001174_foto_1_422483854_20140603131935.jpg,,112.000 €,86 m²,2,1.302 €/m²,2,16,pisos,a_coruna
1779,Casa en Aranga Vilares,,Aranga,https://fotos5.imghs.net/nrd/1068/028/1068_78783186K-00028_1_2018033011474431250.jpg,,49.000 €,Bajo,,,,14,pisos,a_coruna
1780,"Piso en Carretera La Coruña-Finisterre, S/N. Playa Lagosteira",,Fisterra (Santa Maria),https://fotos4.imghs.net/nrd/9989/206/9989_TI-ALI0000110206_1_2020062006120631250.jpg,,61.566 €,Obra nueva,,,,24,pisos,a_coruna
1781,Piso en calle del Río Brexa,,Cambre (Santa Maria),https://fotos1.imghs.net/nrd//1005/249/1005_113249_0_2020102112103791442.jpg,,125.000 €,100 m²,3,1.250 €/m²,2,23,pisos,a_coruna
1782,Piso en Camino Real,,Sigüeiro (Oroso),https://fotos1.imghs.net/nrd//520936/3393781471.520936/520936_3393781471_1_20200430161803383.jpg,,130.000 €,85 m²,3,1.529 €/m²,2,43,pisos,a_coruna
1783,Casa adosada en Sada,,Sada,https://fotos1.imghs.net/nrd/1088/787/1088_7252787_23_2020061515434631250.jpg,,168.000 €,132 m²,3,1.272 €/m²,3,29,pisos,a_coruna
1784,Piso en O Milladoiro,,Biduido (Santa Maria). Municipio de Ames,https://fotos4.imghs.net/nrd/1067/881/1067_IFC7585-0516207881_6_2020053010252031250.jpg,,150.000 €,102 m²,3,1.470 €/m²,2,33,pisos,a_coruna
1785,Piso en Arteixo,,Arteixo,https://fotos3.imghs.net/nrd/1069/285/1069_I000172-P001285_1_2020102812215831250.jpg,,110.520 €,100 m²,3,1.105 €/m²,2,9,pisos,a_coruna
1786,Chalet en Mera,,Dexo-Lorbé (Oleiros),https://fotos5.imghs.net/nrd//1018/530/1018_18266530_0_2020050723055155276.jpg,,590.000 €,400 m²,4,1.475 €/m²,4,63,pisos,a_coruna
1787,"Apartamento en Arteixo, Zona de - Arteixo",,Arteixo,https://fotos4.imghs.net/nrd//1018/980/1018_17012980_0_2019040420044522930.jpg,,68.000 €,55 m²,2,1.236 €/m²,1,13,pisos,a_coruna
1788,Apartamento en Rúa Coroso,,Ribeira (Santa Uxia),https://fotos3.imghs.net/nrd/1001/254/1001_PX987_-_001-412057-01245-25219254_1_2020031301150831250.jpg,,72.000 €,69 m²,2,1.043 €/m²,2,15,pisos,a_coruna
1789,Dúplex en calle de Luis Amado,,Alto del Castaño (Narón),https://fotos4.imghs.net/nrd//4210/92883634781.421000/4210_001036_foto_1_92883634781_20150930181137.jpg,,145.000 €,125 m²,4,1.160 €/m²,2,12,pisos,a_coruna
1790,"Piso en calle del Arenal, nº 3",,Perillo (Oleiros),https://fotos3.imghs.net/nrd//520545/8341387206.520545/520545_8341387206_2_20201007111719057.jpg,,195.279 €,123 m²,3,1.587 €/m²,2,13,pisos,a_coruna
1791,Apartamento en Fontiñas,,Concheiros-Fontiñas (Santiago de Compostela),https://fotos4.imghs.net/nrd/1067/712/1067_IFC7585-0512748712_1_2019110910184431250.jpg,,124.000 €,38 m²,1,3.263 €/m²,1,14,pisos,a_coruna
1792,Piso en Ames - Bertamirans,,Bertamiráns (Ames),https://fotos4.imghs.net/nrd//1018/986/1018_26123986_1_2020110712115535086.jpg,,90.000 €,79 m²,3,1.139 €/m²,2,19,pisos,a_coruna
1793,Ático en Ares,,Ares,https://fotos3.imghs.net/nrd//4210/85070398875.421000/4210_85070398875_1_20180616124947519.jpg,,175.000 €,104 m²,3,1.682 €/m²,2,13,pisos,a_coruna
1794,"Piso en calle de Concepción Arenal, cerca de Calle de la Tierra",,Canido (Ferrol),https://fotos3.imghs.net/nrd//4210/790904083.421000/4210_001335_foto_1_790904083_20180423110300.jpg,,59.500 €,120 m²,5,495 €/m²,2,11,pisos,a_coruna
1795,"Chalet en Camino de Gunduriz, nº 1",,Santa María (Neda),https://fotos1.imghs.net/nrd//4210/218996340.421000/4210_218996340_1_20180612103651139.jpg,,273.500 €,375 m²,5,729 €/m²,4,20,pisos,a_coruna
1796,Piso en Rúa Pardiñeiros,,O Milladoiro (Ames),https://fotos5.imghs.net/nrd//1774/505567251.177400/1774_505567251_1_20201002101056018.jpg,,115.000 €,104 m²,3,1.105 €/m²,2,72,pisos,a_coruna
1797,"Casa en Rúa de Sestelo, nº 23",,"Carnota (Santa Columba, De)",https://fotos1.imghs.net/nrd/1001/918/1001_PX987_-_412057-03637-88381918_1_2020012201394931250.jpg,,295.000 €,249 m²,5,1.184 €/m²,3,40,pisos,a_coruna
1798,"Apartamento en Alameda Baño, Blo. 3",,Mugardos,https://fotos5.imghs.net/nrd//4210/412921610.421000/4210_001064_foto_1_412921610_20150928130623.jpg,,57.000 €,55 m²,1,1.036 €/m²,1,15,pisos,a_coruna
1799,"Piso en Rúa de Barrosa, cerca de Calle de Curro",,A Carreira (Miño),https://fotos5.imghs.net/nrd//990666/2523848897.990666/990666_2523848897_1_20200325170523608.jpg,,58.000 €,107 m²,3,542 €/m²,2,48,pisos,a_coruna
1800,Casa en Sobrado Sabugueira,,Sobrado,https://fotos3.imghs.net/nrd/1068/027/1068_78783186K-00027_1_2018070811465731250.jpg,,35.000 €,Bajo,,,,9,pisos,a_coruna
1801,Piso en Praza de Vigo,,Ensanche-Sar (Santiago de Compostela),https://fotos2.imghs.net/nrd//1018/494/1018_25861494_1_2020101917105724994.jpg,,430.000 €,172 m²,5,2.500 €/m²,3,39,pisos,a_coruna
1802,Casa en Travesía Torre,,Betanzos,https://fotos4.imghs.net/nrd/1069/252/1069_I000172-C000252_1_2017081112385331250.jpg,,60.000 €,120 m²,2,500 €/m²,2,11,pisos,a_coruna
1803,Casa en Santiago de Compostela - Campus Sur - Santa Marta,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos3.imghs.net/nrd//1018/799/1018_26030799_1_2020103110101979229.jpg,,195.000 €,470 m²,7,414 €/m²,2,37,pisos,a_coruna
1804,Casa en calle de Antonio Porrua,,Corcubión,https://fotos5.imghs.net/nrd//1005/927/1005_110927_0_2020102110105642341.jpg,,320.000 €,348 m²,3,919 €/m²,2,40,pisos,a_coruna
1805,"Piso en Avenida de los Mugardos,  55",,Ares,https://fotos4.imghs.net/nrd/9986/368/9986_561368_1_2019070508411331250.jpg,,53.000 €,68 m²,2,779 €/m²,2,52,pisos,a_coruna
1806,"Piso en Ronda de Outeiro, 35, cerca de Avenida de Oza",,Catro Camiños-A Gaiteira (A Coruña Capital),https://fotos1.imghs.net/nrd//520545/8378497863.520545/520545_8378497863_9999_20201030130555333.jpg,,210.000 €,130 m²,3,1.615 €/m²,2,21,pisos,a_coruna
1807,Apartamento en Portosin,,Porto Do Son,https://fotos4.imghs.net/nrd/1067/159/1067_IFC7585-0514411159_1_2020020410191031250.jpg,,63.000 €,47 m²,,1.340 €/m²,,16,pisos,a_coruna
1808,Piso en Rúa dos Ánxeles,,Betanzos,https://fotos3.imghs.net/nrd//1005/144/1005_2699144_1_2020091718091182535.jpg,,110.000 €,60 m²,2,1.833 €/m²,2,39,pisos,a_coruna
1809,Piso en Camino del Cemiterio,,Mugardos,https://fotos1.imghs.net/nrd//1018/603/1018_21336603_0_2020050405055822719.jpg,,41.000 €,55 m²,1,745 €/m²,1,13,pisos,a_coruna
1810,Casa en Bertamirans,,Bertamiráns (Ames),https://fotos1.imghs.net/nrd/1001/917/1001_PX987_-_005-412057-01387-25218917_36_2019082801075131250.jpg,,275.000 €,203 m²,4,1.354 €/m²,3,39,pisos,a_coruna
1811,Piso en Avenida de Rodríguez de Viguri,,Campus Norte-San Caetano (Santiago de Compostela),https://fotos1.imghs.net/nrd//1774/435226238.177400/1774_010614_foto_1_435226238_20180402121819.jpg,,80.000 €,95 m²,3,842 €/m²,1,18,pisos,a_coruna
1812,Casa en Oza Rios Lg Martin,,Oza dos Ríos (San Pedro). Municipio de Oza-Cesuras,https://fotos2.imghs.net/nrd/1068/046/1068_78783186K-00046_1_2019012911472631250.jpg,,50.000 €,363 m²,,137 €/m²,,10,pisos,a_coruna
1813,Casa adosada en A Carreira,,A Carreira (Miño),https://fotos5.imghs.net/nrd/1001/798/1001_PX76147_-_1280-91225798_1_2020100201083231250.jpg,,190.000 €,133 m²,3,1.428 €/m²,2,40,pisos,a_coruna
1814,Piso en Cruceiro do Sar-Aríns,,Cruceiro do Sar-Aríns (Santiago de Compostela),https://fotos1.imghs.net/nrd/1020/073/1020_830073_3_2020071910361931250.jpg,,202.000 €,150 m²,3,1.346 €/m²,2,12,pisos,a_coruna
1815,Chalet en Ponte Ulla,,Vedra,https://fotos2.imghs.net/nrd/1067/487/1067_IFC7585-0507886487_1_2020052810192531250.jpg,,158.000 €,224 m²,4,705 €/m²,2,21,pisos,a_coruna
1816,Piso en calle de San Diego,,Catro Camiños-A Gaiteira (A Coruña Capital),https://fotos3.imghs.net/nrd/1070/227/1070_AS1-ALI0000154227_1_2019110717351131250.jpg,,193.300 €,65 m²,1,2.973 €/m²,2,11,pisos,a_coruna
1817,Piso en Piso C/. Senra 4 Dorm. Impecable Vende Agencia Amor 981 565 999,,Ensanche-Sar (Santiago de Compostela),https://fotos2.imghs.net/nrd//1018/986/1018_25799986_1_2020101917103265637.jpg,,400.000 €,164 m²,4,2.439 €/m²,3,36,pisos,a_coruna
1818,Piso en Ensanche,,Ensanche-Sar (Santiago de Compostela),https://fotos4.imghs.net/nrd/1067/628/1067_IFC7585-0509310628_23_2020022210181531250.jpg,,340.000 €,117 m²,3,2.905 €/m²,2,26,pisos,a_coruna
1819,Chalet en Autoestrada do Atlántico,,Montecelo (Viñas). Municipio de Paderne,https://fotos4.imghs.net/nrd/1097/279/1097_0_foto_20170504192553745_945856909170279.jpg,,160.000 €,183 m²,3,874 €/m²,3,40,pisos,a_coruna
1820,Piso en Praza Feira Nova,,Arteixo,https://fotos4.imghs.net/nrd/1069/238/1069_I000172-P001238_1_2020031014211731250.jpg,,100.450 €,100 m²,3,1.004 €/m²,2,9,pisos,a_coruna
1821,"Piso en Avenida Rosalía de Castro, cerca de Calle de las Cartas",,O Milladoiro (Ames),https://fotos1.imghs.net/nrd//1774/624425897.177400/1774_624425897_1_20200530133918101.jpg,,110.000 €,90 m²,3,1.222 €/m²,2,34,pisos,a_coruna
1822,"Piso en Carretera La Coruña-Finisterre, S/N. Playa Lagosteira",,Fisterra (Santa Maria),https://fotos1.imghs.net/nrd/9989/165/9989_TI-ALI0000110165_1_2020062006120631250.jpg,,64.821 €,Obra nueva,,,,24,pisos,a_coruna
1823,Apartamento en Xosé Pasín,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos2.imghs.net/nrd//500618/121008184.500618/500618_002214_foto_1_121008184_20110404101420.jpg,,118.000 €,38 m²,1,3.105 €/m²,1,8,pisos,a_coruna
1824,"Piso en Carretera La Coruña-Finisterre, S/N. Playa Lagosteira",,Fisterra (Santa Maria),https://fotos1.imghs.net/nrd/9989/180/9989_TI-ALI0000110180_1_2020062006120631250.jpg,,77.580 €,Obra nueva,,,,24,pisos,a_coruna
1825,Casa en calle As Corredoiras,,Paderne (San Xoan),https://fotos4.imghs.net/nrd/1069/094/1069_I000172-C000094_1_2017081112385331250.jpg,,119.000 €,150 m²,5,793 €/m²,1,10,pisos,a_coruna
1826,Piso en Rúa Extremeiro,,Loios (Miño),https://fotos2.imghs.net/nrd//990666/90867670166.990666/990666_90867670166_1_20190107183606552.jpg,,100.000 €,81 m²,3,1.234 €/m²,1,39,pisos,a_coruna
1827,"Piso en Rúa Basilio Carril, nº 1",,Arzúa,https://fotos2.imghs.net/nrd/1025/076/1025_71076_1_2019042315405031250.jpg,,83.600 €,153 m²,4,546 €/m²,2,7,pisos,a_coruna
1828,Piso en Rúa Raxel,,A Carreira (Miño),https://fotos4.imghs.net/nrd//1097/419/1097_0_foto_20170807121517751_945856909258419.jpg,,80.000 €,58 m²,2,1.379 €/m²,1,51,pisos,a_coruna
1829,"Finca rústica en calle Ferreiros, nº º",,Boiro,https://fotos5.imghs.net/nrd/1097/559/1097_0_foto_20180323113013419_945856909439559.jpg,,105.000 €,900 m²,,116 €/m²,,15,pisos,a_coruna
1830,Piso en Cee,,Cee,https://fotos4.imghs.net/nrd/9985/990/9985_e140990_1_2020071713081431250.jpg,,71.500 €,80 m²,2,893 €/m²,2,26,pisos,a_coruna
1831,"Apartamento en Alameda Baño, Blo. 4",,Mugardos,https://fotos5.imghs.net/nrd//4210/331333584.421000/4210_001434_foto_1_331333584_20130401175405.jpg,,56.000 €,75 m²,2,746 €/m²,2,12,pisos,a_coruna
1832,Piso en Rúa Rabazal,,A Carreira (Miño),https://fotos1.imghs.net/nrd/1097/712/1097_0_foto_20161116171053508_945856909024712.jpg,,73.000 €,55 m²,2,1.327 €/m²,1,29,pisos,a_coruna
1833,Piso en calle da Cascas,,Betanzos,https://fotos4.imghs.net/nrd/1069/135/1069_I000172-P001135_1_2019010709281331250.jpg,,75.000 €,69 m²,3,1.086 €/m²,2,21,pisos,a_coruna
1834,Casa adosada en Dexo-Lorbé,,Dexo-Lorbé (Oleiros),https://fotos5.imghs.net/nrd/1001/755/1001_PX76147_-_1237-90001755_1_2020062301071831250.jpg,,227.000 €,250 m²,6,908 €/m²,3,40,pisos,a_coruna
1835,Piso en Teixeiro Cent.Urbano,,Curtis,https://fotos1.imghs.net/nrd/1068/059/1068_78783186K-00059_1_2020080810542831250.jpg,,110.000 €,90 m²,2,1.222 €/m²,2,15,pisos,a_coruna
1836,Dúplex en Rúa do Penedo,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos2.imghs.net/nrd//1774/922017894.177400/1774_001276_foto_1_922017894_20180226120441.jpg,,230.000 €,180 m²,5,1.277 €/m²,3,12,pisos,a_coruna
1837,Piso en calle Tanxil,,Rianxo,https://fotos3.imghs.net/nrd//515065/94200893917.515065/515065_94200893917_1_20190530175440372.jpg,,100.000 €,98 m²,3,1.020 €/m²,2,11,pisos,a_coruna
1838,"Casa en Carretera General, nº Sn",,Sarandons (Santa María). Municipio de Abegondo,https://fotos1.imghs.net/nrd//519840/98397881903.519840/519840_98397881903_1_20191002191047576.jpg,,160.000 €,325 m²,3,492 €/m²,1,21,pisos,a_coruna
1839,"Piso en calle del Río Tambre, nº 17",,San Juan (Ferrol),https://fotos2.imghs.net/nrd//4210/94247564754.421000/4210_94247564754_16_20190514160433894.jpg,,35.800 €,68 m²,3,526 €/m²,1,21,pisos,a_coruna
1840,Apartamento en calle de Paz,,Culleredo,https://fotos3.imghs.net/nrd/1001/168/1001_PX76147_-_1263-90596168_1_2020080801082531250.jpg,,140.000 €,75 m²,2,1.866 €/m²,2,24,pisos,a_coruna
1841,Apartamento en calle del Conservatorio,,Culleredo,https://fotos2.imghs.net/nrd/1001/792/1001_PX76147_-_1202-88835792_7_2020022808104731250.jpg,,134.000 €,75 m²,2,1.786 €/m²,2,27,pisos,a_coruna
1842,Piso en Cee,,Cee,https://fotos2.imghs.net/nrd/9985/989/9985_e140989_1_2020071713081431250.jpg,,68.100 €,65 m²,2,1.047 €/m²,1,26,pisos,a_coruna
1843,Casa en calle Tabacos,,Betanzos,https://fotos5.imghs.net/nrd/1069/223/1069_I000172-C001223_1_2020110318213231250.jpg,,38.000 €,90 m²,,422 €/m²,,13,pisos,a_coruna
1844,"Piso en calle Insabela,  17-19",,Aguiño (Ribeira),https://fotos2.imghs.net/nrd/9986/409/9986_1249409_1_2020110612095331250.jpg,,59.000 €,73 m²,2,812 €/m²,1,29,pisos,a_coruna
